employee_id,nama,tanggal_bergabung,tanggal_isi_survei,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,jumlah_tanggungan,departemen,jabatan,lama_bekerja_tahun,tipe_perusahaan,ukuran_perusahaan,rentang_gaji,status_wfh,jenis_shift,jam_kerja_per_hari,jam_lembur_per_hari,hari_kerja_per_minggu,frekuensi_meeting_per_hari,beban_kerja_persepsi,jumlah_deadline_per_minggu,jam_tidur_per_hari,kualitas_tidur,waktu_tidur_malam,jam_istirahat_siang,frekuensi_olahraga_per_minggu,durasi_olahraga_menit,jam_layar_per_hari,konsumsi_kafein_per_hari,status_merokok,pola_makan,tingkat_stres,tingkat_kecemasan,tingkat_depresi,motivasi_kerja,kepuasan_kerja,work_life_balance,produktivitas_diri,kemampuan_konsentrasi,dukungan_sosial_rekan,dukungan_atasan,keluhan_fisik_utama,riwayat_kesehatan_mental,akses_layanan_kesehatan_mental,frekuensi_konflik_kerja,keamanan_pekerjaan,kebijakan_mh_perusahaan,status_kesehatan_mental,deskripsi_keluhan,tingkat_burnout
EMP04899,Mala Hutapea,0000-00-00,11-Oct-21,Perempuan,33.7,s1,Menikah,0,Procurement,Backend Developer,0.3,,< 10 orang,5-8 juta,Iya,Shifting,9.87,0.23,4.31,6,Berat,4,,7.25,> 02:00,,3.8,27.52,8.36,1,Ya,Sering Skip Makan,5.75,7.02,,3.89,3.36,8,4.1,5.87,5.13,4.98,Kelelahan Fisik,Tidak Pernah Didiagnosis,Pernah,5.46,Aman,tidak tahu,Cukup,,0.55
emp-8727,Kasiyah Najmudin,6-Oct-19,1/13/2024,female,23.63,D3,Single,1,CS,Sales Executive,8.73,Swasta,51-200,20-30 juta,Ya,Rotasi,10.47,1.18,6.19,2,sedang,3,19.29435799,8.4,> 02:00,0.27,0.16,,10.22,1,Tidak,Baik,5.09,8.08,5.4,6.6,1.75,7.16,5.81,9.09,6.63,1,insomnia,Tidak,Tidak,5.69,Tidak Aman,Ada,Baik,takut kehilangan pekerjaan,0.52
KRY11191,"Dt. Prayogo Hasanah, S.Pt",29/01/2023,30/09/2023,Laki,,S1,Belum Menikah,2,Data,Product Manager,7.28,Corporate,> 1000 orang,5-8 juta,NO,Malam,7.77,0.65,4.78,4,Sangat Ringan,1,6.31,2.7,11 malam,,1.11,38.57,7.57,n/a,,Sangat Buruk,4.74,6.23,7.49,6.88,2.02,3.49,6.93,7.95,5.81,,Tidak,-,Tidak,1.77,cukup aman,Tidak Tahu,Buruk,tim tidak supportif,0.75
E6901,Drs. Qori Riyanti,0000-00-00,5/1/2026,perempuan,28.08,S1,Duda,1,sales,Data Analyst,3.83,Badan Usaha Milik Negara,> 1000 orang,8-12 juta,Tidak,pagi,9.4,2.25,6.72,2,Sangat Ringan,,6.97,3.76,22:00-23:00,0.98,12.98,34.6,8.12,4,Ya,Buruk,4.47,7.63,3.99,8.49,,4.63,unknown,5.67,8.14,2.39,Sakit Punggung,depresi,Tidak,1,Aman,Tidak Ada,Cukup Baik,susah fokus kerja,0.52
kry_10370,drg. Cahya Hasanah,tidak ingat,9/20/2018,LAKI-LAKI,30.57,SMA/SMK,Belum Menikah,1,Operations,Finance Analyst,1.12,Corporate,51-200 orang,> 30 juta,Tidak,Shifting,10.2,1.86,6.25,unknown,Sedang,1,,2.49,tidak tentu,0.87,1.7,64.53,12.33,,Tidak,Baik,8.73,9.15,7.38,6.37,,6.54,8.28,,6.71,6.72,Tidak Ada,Tidak Ada,Ya,,-,Ada dan Efektif,Cukup,N/A,0.1
emp-21600,Kanda Yuliarti,3-Jan-21,6/29/2018,Perempuan,23.47,sma,Menikah,1,Customer Service,Marketing Manager,0.15,Startup,10-50 orang,< 3 juta,Ya,Rotasi,11.42,3.4,6.32,2,Berat,5,,6.99,23:00-00:00,,,67.66,6.94,3,Tidak,Sedang,3.6,8.27,5.49,5.17,67.67,3.65,3.92,5.3,1.38,4.83,Mual,kecemasan,Tidak Tahu Ada,4.3,Tidak Aman,Ada dan Efektif,Baik,stress karena deadline,0.24
EMP10904,Vanya Yuniar,8-Aug-20,1/30/2022,Laki,28.19,S1,Belum Menikah,0,Operations,Data Scientist,1.26,PMA,501-1000 orang,12-20jt,,Pagi,11.91,2.59,6.53,1,Ringan,4,8.11,6.36,jam 12,1.04,2.07,,,0,Ya,teratur,5.57,,3.51,6.24,4.23,5.69,4.73,7.31,1.86,2.76,Tidak Ada,Tidak Ada,Ya,4.42,Aman,Tidak Ada,Baik,-,
emp-20437,Sutan Wawan Rajata,3-Jan-22,2/17/2023,Laki-laki,,N/A,Belum Menikah,2,Engineering,Frontend Developer,8.64,Startup,>1000,,Iya,Shifting,10.48,0.27,3.65,3,Sangat Ringan,3,6.3,6.11,bervariasi,,1.98,25.51,9.82,3,Ya,Buruk,8.15,8.33,9.2,3.33,2.4,2.46,8.08,8.97,tidak tahu,5.05,Mata Lelah,,Tidak,6.35,Khawatir,Tidak Tahu,Cukup,hubungan dengan atasan buruk,0.67
emp-28901,Elvin Rajasa,1/7/2023,19/10/2020,Perempuan,28.81,sma,Belum Menikah,2,Marketing,HR Manager,3.08,Pemerintah,<10,12-20 juta,Ya,08:00-17:00,13.53,4.72,5.6,,Ringan,2,4.93,4.45,tidak tentu,1.41,1.26,16.36,8.34,1,tidak,Tidak Teratur,,4.5,4.91,3.81,5.58,6.17,1.36,6.87,5.75,2.78,Sakit Kepala,Tidak Ada,Tidak Ada Akses,,Cukup Aman,Ya,Cukup,N/A,1
EMP23449,Eman Puspasari,19/12/2024,3-Apr-24,Laki-laki,26.77,D3,cerai,0,IT,Project Manager,1.06,Lainnya,201-500 orang,8-12 juta,Tidak,Malam,11.64,2.86,5.23,4,ringan,4,7.27,4.74,bervariasi,0.67,1.35,63.97,13.4,1,Tidak,Sedang,5.78,9.16,6.4,3.39,6.44,3.83,1.76,8.45,3.57,4.9,Sakit Perut,OCD,Tidak,-6.18,Netral,Tidak Tahu,OK,-,0.65
KRY21751,,24-Feb-23,1/23/2026,Laki-laki,,S1,N/A,1,Research,Supervisor,4.3,NGO,Menengah,20-30 juta,Campuran,Pagi,7.59,0.37,3.72,2,berat,0,6.89,3.77,23:00-00:00,0.55,2.04,58.52,50.81,1,Ya,Sehat,6.88,4.32,1,,?,47.6,7.76,4.4,8.1,7.32,Tidak Ada,OCD,Belum Pernah,5.86,aman,tidak ada,Cukup,tidak ada work life balance,0.75
EMP25163,Tgk. Radit Tamba,20/02/2021,6/5/2023,L,44.8,S1,Belum Menikah,1,Finance,Sales Executive,N/A,,> 1000 orang,> 30 juta,Hybrid,Pagi,12.12,,4.88,3,,4,6.9,6.85,22:00-23:00,0.87,0.87,30.87,5.39,tidak tahu,No,Baik,10,6.4,5.02,5.3,1.55,8.52,,,6.62,,Kelelahan Fisik,Tidak Ada,Tidak,3.21,Aman,Ada,OK,hubungan dengan atasan buruk,1
kry_2278,anonymous,8/25/2019,6-Dec-18,Laki-laki,20.96,SMA/SMK,Menikah,2,Customer Service,Sales Executive,4.44,Swasta,Menengah,5-8 juta,ya,tidak tahu,-11.01,3.95,5.25,6,Normal,2,,3.53,00:00-01:00,0.83,2.32,31.15,5.43,,Tidak,Teratur,8.42,6.57,1.59,5.79,47.67,4.86,,3.62,5.26,,Insomnia,Tidak Ada,Tidak,10,Aman,Ya,-,mood swing,0.56
E18358,Oman Haryanto,25/04/2020,2/26/2023,Laki,23.42,S2,Menikah,1,Engineering,HR Staff,6.69,Startup,51-200 orang,12-20jt,Tidak,Pagi,8.95,1.34,4.08,4,sedang,N/A,,3.83,00:00-01:00,0.4,1.53,,2.35,,Tidak,Jarang Makan,5.69,3.95,5.95,4.51,2.65,1,5.51,5.17,6.84,3.18,Tidak Ada,tidak ada,Tidak Ada Akses,,Netral,Tidak Tahu,Sangat Buruk,tim tidak supportif,0.42
kry_480,Jaga Susanti,10/29/2018,12-Nov-23,,36.84,smk,Menikah,0,Operations,Staff,1.96,PMA,Enterprise,5-8 juta,Ya,Fleksibel,unknown,2.88,5.76,4,Ringan,2,9.03,5.87,tidak tentu,1.36,0.99,71.98,6.93,1,Tidak,Baik,3.9,3.09,2.24,3.66,,1,40.85,,70.57,61.19,Nyeri Punggung,Tidak Ada,Tidak,4.1,Aman,Tidak Tahu,Buruk,  ,0.72
EMP28749,Eka Melani,10/1/2023,14-04-2025,L,36.37,S1,Menikah,0,Product,Finance Manager,4.96,Startup,> 1000 orang,20-30 juta,Hybrid,Flexible,119.35,,5.77,,Sedang,2,4.63,3.44,bervariasi,0.69,4.73,40.29,8.23,3,No,Cukup,,4.23,6.43,,,3.91,4.37,5.76,8.52,6.95,Nyeri Punggung,Tidak Ada,Tidak Ada Akses,1,Sangat Aman,Kurang Tahu,Cukup Baik,kerja terlalu banyak,0.53
E11342,Danang Melani,,10/11/2021,Perempuan,20.78,S1,Belum Menikah,2,Operations,Sales Manager,,Pemerintah,201-500 orang,8-12 juta,Ya,Siang,11.74,,,1,Medium,4,7.53,6.51,tidak tentu,0,0.1,40.92,9.9,2,Tidak,Teratur,10,10,3.53,6.59,4.24,4.99,5.31,,10,5.49,None,tidak ada,Ya,3.94,Sangat Khawatir,Tidak,Cukup Baik,hubungan dengan atasan buruk,0.65
19250,Jane Siregar,29-10-2021,11-Mar-24,Wanita,19.7,S2,Belum Menikah,2,operasional,Technical Support,1.84,Swasta,51-200,8-12 juta,Ya,Malam,10.82,2.61,5.97,4,Ringan,3,53.02,6.07,tidak tentu,1.25,0.19,42.98,9.32,2,Tidak,Sering Skip Makan,,6.34,3.18,2.87,4.22,4.88,6.04,1,6.29,8.52,Sakit Kepala,Tidak Ada,Belum Pernah,4.96,Netral,Ada dan Efektif,Baik,merasa tidak dihargai,0.54
KRY09216,Alika Hartati,14-May-25,3/11/2021,Perempuan,35.59,S2,Single,1,Customer Service,Supervisor,3.95,Corporate,51-200 orang,20-30 juta,Ya,Pagi,8.12,0.16,4.83,6,berat,3,8.79,6.23,23:00-00:00,1,3.61,36.83,8.56,1,Tidak,Teratur,5.24,,,7.9,6.9,5.21,4.3,5.43,6.1,2.85,susah tidur,Tidak Ada,Belum Pernah,,Tidak Aman,Ya,Cukup,kerja terlalu banyak,
kry_25329,dr. Jaka Sitompul,7/6/2018,27-Feb-25,Perempuan,32.47,S-1,Belum Menikah,1,Tech,-,3.7,Corporate,201-500 orang,< 3 juta,hybrid,08:00-17:00,11.5,0.9,6.18,6,Berat,1,7.21,4.64,23:00-00:00,N/A,0.55,17.13,8.8,3,Tidak,Teratur,unknown,,15.03,10,5.31,4.34,9.84,5.61,3.92,2.32,Tidak Ada,Tidak,Tidak Tahu Ada,6.07,Netral,Tidak,Baik,tidak ada keluhan,0.63
emp-3134,Prasetyo Wijayanti,0000-00-00,22-06-2022,laki-laki,39.46,S-1,Belum Menikah,1,Human Resources,Product Manager,1.23,Startup,51-200 orang,5-8 juta,no,pagi,10.76,0.88,,-2,Sedang,2,5.92,,23:00-00:00,0.26,2.22,91.31,8.71,4,Tidak,Jarang Makan,8.66,6.08,4.22,2.17,2.66,1,6.31,3.5,,1,susah tidur,Tidak Ada,Belum Pernah,1,Aman,Tidak Ada,Cukup,kurang tidur terus,0.25
kry_6246,Kenari Dongoran,1/3/2022,22-Apr-22,LAKI-LAKI,20.37,N/A,menikah,,Marketing,Marketing Manager,4.67,Startup,501-1000 orang,12-20jt,Tidak,Pagi,12.27,1,5.3,7,Berat,1,6.2,3.23,23:00-00:00,1.21,,12.98,9.43,2,No,Teratur,7.15,unknown,7.27,5.87,3.72,,4.84,2.37,4.46,5.77,Nyeri Punggung,Tidak Ada,Tidak,2.51,Tidak Aman,Ada,Cukup,sering merasa lelah,0.43
KRY23918,Oliva Januar,10/18/2019,30-Jan-25,Perempuan,33.54,S1,Belum Menikah,1,Marketing,HR Specialist,12.97,BUMN,201-500 orang,5-8 juta,Tidak,Pagi,12.41,3.77,6.39,-,Sedang,20.62,5.65,4.34,tidak tentu,1.61,n/a,,10.53,0,Tidak,Sedang,9.21,1.6,5.51,9.49,6.61,5.54,6.05,5.56,4.24,4.76,Tidak Ada,Tidak Ada,Belum Pernah,1.65,Aman,Ada,Parah,stress karena deadline,1
KRY26808,Devi Pudjiastuti,tidak ingat,21-04-2025,laki,37.6,S1,Belum Menikah,3,HR,Graphic Designer,3.25,Startup,51-200 orang,12-20 juta,yes,Fleksibel,9.12,2.8,4.83,2,ringan,3,5.33,3.27,23:00-00:00,1.65,1.6,29.42,6.63,2,Kadang,Baik,5.91,4.54,1.05,4.99,1.79,6.19,3.43,5.45,5.18,4.06,Sakit Kepala,Kecemasan,Ya,3.49,Sangat Aman,Ya,cukup,Sering Merasa Lelah,0.87
22774,Balamantri Hutapea,tidak ingat,12/11/2020,male,29.53,SMA/SMK,Single,0,Procurement,Akuntan,8.21,Corporate,10-50 orang,3-5 juta,Tidak,Fleksibel,6.2,0.95,,3,Sedang,4,6.46,2.8,23:00-00:00,0.22,n/a,42.36,109.93,3,Tidak,Baik,8.89,,5.94,,9.59,,8.72,6.9,6.71,9.06,mata lelah,Tidak Ada,Ya,,aman,Ada,okay,susah fokus kerja,0.81
16963,"Ir. Hamima Handayani, M.TI.",tidak ingat,17-Nov-21,Laki-laki,29.48,SMA/SMK,belum menikah,0,FINANCE,Intern,3.27,Corporate,51-200,20-30 juta,Iya,Pagi,8.36,6.63,4.44,1,Sedang,0,7.98,6.31,01:00-02:00,0.96,5.93,39.78,7.8,6,Ya,Baik,,7.19,4.43,5.43,4.43,5.67,6.97,8.53,7.34,8.49,Mual,Tidak Ada,Tidak,4.15,Tidak Aman,Tidak Tahu,Cukup Baik,hubungan dengan atasan buruk,0.78
ID1246,dr. Halim Suryono,5/18/2022,4-Feb-22,Perempuan,20.43,S1,single,1,Engineering,HR Specialist,6.77,corporate,> 1000 orang,<3jt,ya,Night Shift,6.6,3.76,6.54,5,ringan,3,4.03,2.33,21:00-22:00,1.31,1.19,68.73,9,0,Kadang,Teratur,,5.73,7.56,5.89,6.38,10,,,5.71,,Mata Lelah,Tidak Ada,Online Konseling,2.11,Aman,tidak ada,Sangat Buruk,tidak ada work life balance,0.45
ID19051,"KH. Emin Hartati, S.Pt",,3/31/2023,Laki-laki,28.27,D3,Duda/Janda,1,N/A,HR Specialist,5.01,WFH,201-500 orang,3-5 juta,Tidak,Pagi,93.33,1.03,6.41,23.91,Sangat Berat,3,6.11,5.07,01:00-02:00,1.19,1.52,8.8,10.94,0,Ya,sedang,5.13,3.33,5.81,5.89,5.33,4.61,6.52,6.31,8.98,7.59,Sakit Punggung,Tidak,Tidak,1.67,Netral,Ya,Cukup Baik,sering sakit kepala,0.61
E17795,Anonim,9-Nov-19,8-Aug-21,Laki-laki,42.41,S1,Cerai,0,Design,Software Engineer,,Remote,> 1000 orang,8-12 juta,Ya,Pagi,,4.02,3.56,4,Ringan,3,5.95,5.57,tidak tentu,0.91,0.58,36.94,9,1,no,Cukup,8.71,6.23,8.33,7.78,9.99,6.44,,-,5.54,4.2,Nyeri Punggung,Tidak Ada,Tidak,4.89,Cukup Aman,Tidak Ada,baik,tidak semangat kerja,unknown
emp-14360,Jais Hutagalung,,1/23/2025,perempuan,28.41,S1,Belum Menikah,3,Data,Senior Software Engineer,4.56,Freelance,> 1000 orang,5jt-8jt,Tidak,Malam,6.61,12.39,5.53,,Sedang,2,4.57,5.49,23:00-00:00,0.14,0.83,0,9.33,1,Merokok,Buruk,6.94,4.64,5.33,6.74,5.4,5.8,8.46,8.03,6.41,1,Tidak Ada,Tidak Ada,Tidak,2.68,Tidak Aman,Tidak Ada,Cukup Baik,gaji tidak cukup,0.75
kry_3725,Yulia Putra,5/11/2020,10/15/2020,Perempuan,24.65,S2,Menikah,1,Design,Project Manager,3.11,Corporate,501-1000 orang,8-12 juta,Hybrid,Pagi,8.99,0.46,5.48,2,Sangat Berat,3,4.67,6.07,23:00-00:00,1.38,3.9,29.25,10.16,1,kadang,Teratur,6.61,8,-2.43,,5.16,4.51,,4.94,,3.4,Kelelahan Fisik,Kecemasan,Ya,4.49,Cukup Aman,Ada tapi Tidak Efektif,Baik,stress karena deadline,1
ID7112,Vanya Uwais,1/1/2026,21-Jul-23,Laki-laki,23.58,S1,belum menikah,0,Finance,Data Scientist,1.8,Corporate,201-500 orang,> 30 juta,Ya,Siang,9.73,2.9,5.26,3,Sedang,4,,,> 02:00,0.63,5.69,-32.24,7.71,0,ya,Sedang,,1,6.55,5.45,4.13,8.06,7.6,6.17,7.56,5.4,Sakit Punggung,Tidak Ada,Tidak,3.97,Aman,Tidak Tahu,Baik,baik-baik saja,0.99
emp-26602,Betania Susanti,9/9/2023,9/2/2018,perempuan,26.13,S2,Belum Menikah,0,Logistik,Scrum Master,2.51,Pemerintah,Oct-50,8-12 juta,hybrid,Siang,7.02,0.4,5.38,3,Sedang,2,5.38,7.33,22:00-23:00,,0.29,64.85,9.88,2,tidak,teratur,,2.91,4.41,6.8,7.28,3.29,4.33,6.85,2.99,6.89,Nyeri Punggung,Tidak Ada,Tidak,3.6,Cukup Aman,Tidak Ada,Sangat Buruk,tidak mau menjawab,0.81
ID29896,"Hj. Ulva Putra, S.T.",19-Dec-18,3/11/2026,male,21.44,S2,Menikah,0,Operations,HR Staff,1.33,Startup,201-500 orang,12-20 juta,NO,12:00-21:00,4.75,0.9,6.3,5,Ringan,2,6.17,6.58,23:00-00:00,,0.28,68.66,10.19,2,no,Cukup,6.54,1.41,8.74,7.37,4.05,7.01,2.87,2.55,6.26,3.09,Tidak Ada,Tidak Ada,Ya,,Sangat Aman,Ada dan Efektif,Bad,takut kehilangan pekerjaan,0.73
emp-0429,Talia Pratiwi,Oct-18,1-Jan-26,L,36.41,S2,Belum Menikah,1,Engineering,Finance Analyst,3.2,Freelance,> 1000 orang,8-12jt,Iya,08:00-17:00,10.71,2.64,4.44,5,Sangat Berat,2,7.51,7.55,23:00-00:00,0.16,3.14,7.56,6.37,1,Iya,Cukup,9.45,9.6,9.85,3.55,6.24,8.18,9.1,6.56,7.5,9.69,Tidak Ada,Tidak Tahu,Ya,4.13,Sangat Aman,Tidak Ada,Baik,tidak semangat kerja,1
emp-13177,Wani Manullang,20-Mar-26,2/3/2022,Perempuan,31.47,D3,Belum Menikah,0,Finance,Intern,0.5,BUMN,> 1000 orang,< 3 juta,Tidak,pagi,11.83,0.98,6.09,7,Sangat Berat,2,,10,> 02:00,0.82,0.51,19.81,11.93,0,no,Tidak Teratur,10,4.41,4.58,3.86,5.15,4.61,3.52,4.68,8.83,5.96,tidak ada,Tidak Ada,Ya,5.86,Aman,Ada tapi Tidak Efektif,OK,tidak mau menjawab,6.57
EMP13990,"Hj. Paulin Sihombing, S.H.",0000-00-00,7/25/2022,L,30.36,S1,Belum Menikah,0,sales,Project Manager,1.06,,10-50 orang,5-8 juta,Ya,Pagi,5.69,0.38,6.42,1,Sangat Ringan,,6.51,5.58,10 malam,1.34,3.06,8.18,9.29,,Tidak,buruk,7.14,9.27,2.27,7.66,8.42,,5.03,5.22,5.67,5.67,Nyeri Punggung,Tidak Tahu,Sedang Menjalani,4.64,Cukup Aman,Ya,Baik,stress karena deadline,0.99
emp-2191,Febi Rahimah,8/24/2023,21-02-2019,female,18,S1,Menikah,1,Finance,Finance Analyst,1.32,Startup,> 1000 orang,12-20 juta,no,,10.5,5,5.03,,Sangat Ringan,1,6.56,5.76,> 02:00,0.64,0.02,43.99,6.2,3,Ya,Cukup,10,7.28,,,3.2,,6.54,4.79,6.93,,Tidak Ada,Anxiety,Tidak,,aman,Ada tapi Tidak Efektif,Cukup,tidak semangat kerja,
E15757,Saka Rajasa,22-07-2024,3/29/2026,Perempuan,24.11,S1,Belum Menikah,0,Engineering,Junior Developer,4.84,Corporate,51-200 orang,<3jt,tidak,Pagi,7.03,1.94,5.73,,Sedang,3,N/A,2.78,12 malam,0.8,2.39,41.96,8.23,3,Tidak,Buruk,7.44,6.47,4.24,7.75,3.12,4.23,-,4.68,5.45,4.56,Sakit Kepala,Kecemasan,Tidak,1.37,tidak aman,Tidak Tahu,Cukup Baik,,0.66
13424,Ella Thamrin,,29/04/2025,Perempuan,30.28,S1,Belum Menikah,0,HR,Marketing Manager,0.76,startup,201-500 orang,N/A,Tidak,Malam,5.32,1.03,5.92,,Ringan,5,7.41,-4.47,21:00-22:00,,0.41,37.35,7.3,2,Tidak,Buruk,6.91,6.17,,4.59,3.73,2.72,,4.24,3.76,6.47,lelah,anxiety,Tidak Ada Akses,3.57,Aman,Kurang Tahu,Tidak Baik,baik-baik saja,0.74
1336,,,10/10/2022,Laki,26.64,S1,Lajang,3,Marketing,Finance Analyst,6.14,Startup,51-200 orang,tidak mau menyebutkan,hybrid,Pagi,8.63,0.6,6.87,3,Berat,0,5.67,,22:00-23:00,0.26,0.64,0,14.57,3,Ya,Cukup,7.49,57.22,,3.98,8.27,7.8,8.58,5.55,5.01,1.99,Tidak Ada,Tidak Ada,Tidak,6.29,Tidak Aman,Tidak Tahu,Cukup,fine aja,
EMP18851,"T. Darmaji Wibowo, M.Ak",5-Feb-25,10/31/2023,Perempuan,28.19,S2,Belum Menikah,2,IT,Marketing Manager,3.75,BUMN,501-1000 orang,3-5 juta,Kadang,fleksibel,9.29,0.51,6.12,2,Berat,3,7.92,5.75,21:00-22:00,1.13,0.92,28.26,6.64,,Tidak,Sedang,5.63,4.35,,3.33,1.95,2.51,5.18,,7.65,2.57,Insomnia,,Sudah Pernah,62.24,aman,Tidak Ada,Tidak Baik,stress bgt tp masih oke,tidak tahu
EMP00757,H. Cawisono Sihotang,,17-Mar-23,perempuan,32.45,s1,Belum Menikah,3,Engineering,HR Manager,2.05,Startup,> 1000 orang,,,Fleksibel,9.36,,4.3,2,Sedang,2,7.32,6.14,22:00-23:00,,2.71,50.59,,,Tidak,Jarang Makan,9.1,,6.61,6.74,,5.17,,,8.46,8.84,Nyeri Punggung,Bipolar,Belum Pernah,3.99,Aman,Ada tapi Jarang Dipakai,Buruk,overwhelmed,0.6
7962,Ikhsan Siregar,4/19/2025,9-Oct-25,laki-laki,36.61,S1,Belum Menikah,0,Operations,data analyst,3.27,Corporate,> 1000 orang,20-30 juta,hybrid,fleksibel,6.93,0.12,6.57,5,Sedang,3,6.42,4.56,01:00-02:00,,0.26,15,6.41,3,tidak,Sangat Buruk,10,5.23,3.62,5.3,6.21,4.94,9.35,-8.15,2.61,4.02,Tidak Ada,Tidak Tahu,Online Konseling,1.04,Cukup Aman,N/A,Buruk,n/a,
kry_24138,"Ir. Rini Pangestu, S.E.",,7/11/2018,Pria,27.5,S3,Menikah,2,Operations,Akuntan,1.41,Startup,< 10 orang,< 3 juta,Ya,Fleksibel,10.03,0.09,4.38,,sangat berat,1,,4.59,00:00-01:00,0.72,1.44,53.06,6.72,,Kadang,Sehat,4.05,41.93,5.18,,6.38,6,,3.23,4.74,3.76,cape banget,Tidak Ada,Sudah Pernah,4.23,Aman,Ada,buruk,Sering Merasa Lelah,0.96
KRY07716,"Dt. Langgeng Lailasari, M.Ak",26-11-2019,1/15/2023,laki,25.82,SMA/SMK,Menikah,1,Marketing,Software Engineer,0.81,Startup,10-50 orang,5-8 juta,Tidak,Pagi,12.63,0.19,7,4,Heavy,0,5.9,6.08,tidak tentu,1.65,2.56,14.62,8.69,4,Merokok,Baik,6.55,,6.77,7.17,8.11,3.18,3.78,1.92,3.27,3.16,Jantung Berdebar,Burnout Sebelumnya,Ya,3.47,Tidak Aman,Ada,Sangat Buruk,,0.46
29820,Digdaya Tarihoran,26-Nov-24,22-Jan-19,Pria,33.51,S1,menikah,1,hr,Supervisor,2.07,Startup,501-1000 orang,12-20 juta,Ya,Pagi,9.8,0.32,5.15,38.29,Ringan,3,4.81,,22:00-23:00,0.81,,28.55,11.27,3,tidak,Teratur,5,7.86,7.85,1.5,,5.74,,4.99,6.78,8.81,-,Anxiety,Tidak,-,Sangat Khawatir,Ada dan Efektif,Baik,susah fokus kerja,0.8
kry_3394,Ade Yuniar,8/13/2024,11/16/2018,P,28.47,SMP,Menikah,4,Marketing,HR Manager,1.15,Freelance,51-200 orang,20-30 juta,Tidak,Fleksibel,10.35,3.98,5.52,1,berat,,5.17,7.11,00:00-01:00,1.27,2.69,53.97,13.2,,no,-,7.9,-,3.32,,6.35,,8,8.22,4.54,1.74,Mata Lelah,Tidak Ada,Tidak,5.52,Aman,Ada tapi Tidak Efektif,Baik,kerja terlalu banyak,2.75
21420,Ir. Gambira Tampubolon,,1-Jul-18,Perempuan,36.3,smk,belum menikah,1,Finance,Frontend Developer,-2.74,Corporate,51-200 orang,N/A,Tergantung,fleksibel,10.78,2.63,5.88,4,Sedang,0,5.6,6.54,tidak tentu,0.76,2.09,79.84,9.58,2,Tidak,Teratur,9.21,,7.33,6.38,7.8,8.28,6.03,7.83,2.65,6.04,Mata Lelah,Tidak Ada,tidak,7.03,Khawatir,Tidak Ada,Tidak Baik,takut kehilangan pekerjaan,0.75
KRY21004,Intan Sitorus,2-Mar-21,2/19/2024,male,32.01,S1,,2,it,Backend Developer,1.33,Swasta,501-1000 orang,<3jt,Tidak,Rotasi,,3.26,6.79,6,Ringan,4,,,00:00-01:00,,2.48,66.5,8.26,0,Tidak,Sedang,5.84,,3.29,19.69,6.03,,6.74,11.71,4.42,4.67,-,Tidak Tahu,Tidak,6.14,Aman,Tidak Ada,OK,N/A,
E1256,"Zelaya Riyanti, S.Farm",19/05/2023,29/06/2021,P,20.53,S1,Belum Menikah,0,IT,Data Scientist,4.01,Startup,51-200 orang,8-12jt,Y,pagi,6.02,0.68,-5.29,2,Berat,4,9.49,8.31,Tidak Tentu,0.83,,10.37,9.54,2,Tidak,Cukup,,47.62,10,7.68,3.87,6.08,,5.16,5.17,,Tidak Ada,Tidak Ada,Ya,1.91,Cukup Aman,Ada dan Efektif,Cukup,mood swing,0.53
kry_3941,Gasti Nuraini,9/5/2019,4/8/2019,Laki-laki,31.65,S3,belum menikah,,SDM,Graphic Designer,1.52,swasta,< 10 orang,8-12jt,Ya,Fleksibel,9.42,1.78,5.75,2,tidak tahu,,5.69,4.28,23:00-00:00,1.38,0.89,,10.21,0,No,Sangat Buruk,10,6.4,1.89,2.36,6.74,1,5.71,,-7.89,2.77,Tidak Ada,Anxiety,Tidak,5.85,Aman,Tidak Tahu,Baik,takut kehilangan pekerjaan,0.54
E27488,Asman Kuswandari,0000-00-00,21-05-2025,Perempuan,30.39,S2,Belum Menikah,3,Sales,data analyst,3.21,Swasta,501-1000,5-8 juta,Hybrid,Siang,9.48,0.12,5.47,2,Sangat Berat,,5.56,10,00:00-01:00,0.56,2.78,,6.08,1,Tidak,Cukup,7.27,8.99,3.14,7,4.26,2.45,6.32,6.99,5.59,3.83,Sakit Kepala,kecemasan,,2.83,Sangat Tidak Aman,Ada tapi Tidak Efektif,Baik,  ,0.98
EMP24177,Kemal Mansur,tidak ingat,28-Mar-26,L,37.81,S1,Menikah,0,finance,Supervisor,5.96,startup,201-500 orang,20-30 juta,Ya,22:00-06:00,,,5.02,5,Sedang,5,,6.11,23:00-00:00,0.92,6.42,66.3,10.25,1,Tidak,Sedang,7.25,6.31,1.45,6.26,3.4,3.47,6.67,3.24,5.33,3.4,tidak ada,Tidak Ada,Tidak,4.69,cukup aman,Ada tapi Tidak Efektif,Parah,mood swing,0.44
KRY24642,Puji Namaga,1/10/2024,3-Jun-23,Laki,22.47,SMA/SMK,Menikah,4,Product,Team Lead,1.79,corporate,501-1000 orang,8-12 juta,ya,Siang,12.97,0.58,4.72,,Berat,0,6.51,2.67,jam 11,,0.17,27.55,9.22,1,Tidak,Sangat Buruk,5.77,4.9,5.66,5.14,3.08,8.31,3.62,6.63,3.72,1,Tidak,Tidak Ada,Belum Pernah,4.74,Sangat Aman,Tidak Tahu,baik,burnout parah,0.89
